,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,usCite_1,usCite_2,,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
11812,2002-039,2002-039-01,2002-039-01-01,2002-039-01-01-01,4/7/03,1,538 U.S. 343,538,343,,123 S. Ct. 1536,155 L. Ed. 2d 535,2003 U.S. LEXIS 2715,2002,1607,Rehnquist,01-1107,"VIRGINIA v. BARRY ELTON BLACK, RICHARD J. ELLIOTT, AND JONATHAN O'MARA",12/11/02,,28,55,218,,1,,,0,302,55,300,55,1,12,7,2,3,4,0,1,0,0,30150,3,2,0,2,,2,200,,104,102,1,7,2
11825,2002-049,2002-049-01,2002-049-01-01,2002-049-01-01-01,5/5/03,1,538 U.S. 600,538,600,,123 S. Ct. 1829,155 L. Ed. 2d 793,2003 U.S. LEXIS 3430,2002,1607,Rehnquist,01-1806,"ILLINOIS ex rel. LISA MADIGAN, ATTORNEY GENERAL OF ILLINOIS v. TELEMARKETING ASSOCIATES, INC., et al.",3/3/03,,19,17,149,,1,,,0,302,17,300,17,0,2,2,2,1,4,0,1,0,0,30010,3,1,0,2,,2,200,,109,102,1,9,0
11856,2002-072,2002-072-01,2002-072-01-01,2002-072-01-01-01,6/16/03,1,539 U.S. 113,539,113,,123 S. Ct. 2191,156 L. Ed. 2d 148,2003 U.S. LEXIS 4782,2002,1607,Rehnquist,02-371,VIRGINIA v. KEVIN LAMONT HICKS,4/30/03,,28,55,100,,1,,,0,302,55,300,55,1,12,2,2,1,4,0,1,0,0,30010,3,1,0,2,,2,200,,105,102,1,9,0
11857,2002-073,2002-073-01,2002-073-01-01,2002-073-01-01-01,6/16/03,1,539 U.S. 126,539,126,,123 S. Ct. 2162,156 L. Ed. 2d 162,2003 U.S. LEXIS 4781,2002,1607,Rehnquist,Feb-94,"WILLIAM OVERTON, DIRECTOR, MICHIGAN DEPARTMENT OF CORRECTIONS, et al. v. MICHELLE BAZZETTA et al.",3/26/03,,28,27,215,,1,,,0,81,,26,,0,12,2,2,1,3,0,1,0,0,30010,3,1,0,2,,2,201,,106,102,1,9,0
11859,2002-074,2002-074-01,2002-074-01-01,2002-074-01-01-01,6/16/03,1,539 U.S. 146,539,146,,123 S. Ct. 2200,156 L. Ed. 2d 179,2003 U.S. LEXIS 4595,2002,1607,Rehnquist,02-403,FEDERAL ELECTION COMMISSION v. CHRISTINE BEAUMONT et al.,3/25/03,,343,,192,,1,43,,0,98,,24,,1,2,2,2,1,3,0,1,0,0,30140,3,2,0,1,,3,330,,107,102,1,7,2
11860,2002-074,2002-074-01,2002-074-01-02,2002-074-01-02-01,6/16/03,1,539 U.S. 146,539,146,,123 S. Ct. 2200,156 L. Ed. 2d 179,2003 U.S. LEXIS 4595,2002,1607,Rehnquist,02-403,FEDERAL ELECTION COMMISSION v. CHRISTINE BEAUMONT et al.,3/25/03,,343,,192,,1,43,,0,98,,24,,1,2,2,2,1,3,0,1,0,0,30140,3,2,0,1,,2,200,,107,102,1,7,2
11863,2002-076,2002-076-01,2002-076-01-01,2002-076-01-01-01,6/23/03,7,539 U.S. 194,539,194,,123 S. Ct. 2297,156 L. Ed. 2d 221,2003 U.S. LEXIS 4799,2002,1607,Rehnquist,02-361,"UNITED STATES, et al. v. AMERICAN LIBRARY ASSOCIATION, INC., et al.",3/5/03,,27,,216,,2,,,1,109,,109,,0,1,,2,1,3,0,1,0,0,30200,3,1,0,1,,2,200,,102,102,1,6,3
11864,2002-076,2002-076-01,2002-076-01-02,2002-076-01-02-01,6/23/03,7,539 U.S. 194,539,194,,123 S. Ct. 2297,156 L. Ed. 2d 221,2003 U.S. LEXIS 4799,2002,1607,Rehnquist,02-361,"UNITED STATES, et al. v. AMERICAN LIBRARY ASSOCIATION, INC., et al.",3/5/03,,27,,216,,2,,,1,109,,109,,0,1,,2,1,3,0,1,0,0,30200,3,1,0,1,,6,600,20 U.S.C. § 9134,102,102,1,6,3
11886,2003-006,2003-006-01,2003-006-01-01,2003-006-01-01-01,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1674,"MITCH MCCONNELL, UNITED STATES SENATOR, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,23,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,2,200,,103,103,1,5,4
11887,2003-006,2003-006-01,2003-006-01-01,2003-006-01-01-02,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1674,"MITCH MCCONNELL, UNITED STATES SENATOR, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,23,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,2,200,,103,103,2,7,2
11888,2003-006,2003-006-01,2003-006-01-02,2003-006-01-02-01,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1674,"MITCH MCCONNELL, UNITED STATES SENATOR, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,23,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,,,,103,103,1,5,4
11889,2003-006,2003-006-01,2003-006-01-03,2003-006-01-03-01,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1674,"MITCH MCCONNELL, UNITED STATES SENATOR, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,23,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,2,223,,103,103,1,5,4
11890,2003-006,2003-006-01,2003-006-01-04,2003-006-01-04-01,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1674,"MITCH MCCONNELL, UNITED STATES SENATOR, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,23,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,2,212,,103,103,1,5,4
11891,2003-006,2003-006-01,2003-006-01-05,2003-006-01-05-01,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1674,"MITCH MCCONNELL, UNITED STATES SENATOR, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,23,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,3,330,,103,103,1,5,4
11893,2003-006,2003-006-02,2003-006-02-01,2003-006-02-01-01,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1675,"NATIONAL RIFLE ASSOCIATION, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,207,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,2,200,,103,103,1,5,4
11894,2003-006,2003-006-02,2003-006-02-01,2003-006-02-01-02,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1675,"NATIONAL RIFLE ASSOCIATION, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,207,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,2,200,,103,103,2,7,2
11895,2003-006,2003-006-02,2003-006-02-02,2003-006-02-02-01,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1675,"NATIONAL RIFLE ASSOCIATION, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,207,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,,,,103,103,1,5,4
11896,2003-006,2003-006-02,2003-006-02-03,2003-006-02-03-01,12/10/03,1,540 U.S. 93,540,93,,124 S. Ct. 619,157 L. Ed. 2d 491,2003 U.S. LEXIS 9195,2003,1607,Rehnquist,02-1675,"NATIONAL RIFLE ASSOCIATION, et al. v. FEDERAL ELECTION COMMISSION, et al.",9/8/03,,207,,343,,2,,,1,55,,55,,0,1,,3,2,6,0,1,0,0,30140,3,2,0,1,,2,223,,103,103,1,5,4
